country,event_type,title,link
united states,Car Shows Events in,New York International Auto Show,https://allevents.in/new-york/new-york-international-auto-show/2300028099008039
united states,Car Shows Events in,Bergen Park Festival,https://allevents.in/new-york/bergen-park-festival/200028134690145
united states,Concerts in,Eli Brown in New York City,https://allevents.in/new-york/eli-brown-in-new-york-city/3300027891074649
united states,Concerts in,Lords of Acid + Little Miss Nasty + Lucia Cifarelli from KMFDM + DJ Xris Smack!,https://allevents.in/new-york/lords-of-acid-little-miss-nasty-lucia-cifarelli-from-kmfdm-dj-xris-smack/200028075275226
united states,Concerts in,Alejandro Fernández: de Rey a Rey,https://allevents.in/new-york/alejandro-fernández-de-rey-a-rey/200027520305016
united states,Live Music in,"Charlie Cunningham, Kristin Daelyn in New York",https://allevents.in/new-york/charlie-cunningham-kristin-daelyn-in-new-york/3300027971639811
united states,Live Music in,Zakir Khan Live,https://allevents.in/new-york/zakir-khan-live/200027689586215
united states,Live Music in,Last Nite [The Strokes Dance Party] Early Edition,https://allevents.in/new-york/last-nite-the-strokes-dance-party-early-edition/200028185564340
united states,Parties in,NYC BOLLYWOOD PARTY 20 STORIES HIGH @230 FIFTH ROOFTOP BAR,https://allevents.in/new-york/nyc-bollywood-party-20-stories-high-230-fifth-rooftop-bar-tickets/100001358160206739
united states,Parties in,Summer Groove: Silent Disco at 230 FIFTH Empire Penthouse I 3 Live DJs,https://allevents.in/new-york/summer-groove-silent-disco-at-230-fifth-empire-penthouse-i-3-live-djs-tickets/100001262993961939
united states,Parties in,4th of July Star Spangled Spectacle Fireworks Party Cruise New York,https://allevents.in/new-york/4th-of-july-star-spangled-spectacle-fireworks-party-cruise-new-york-tickets/80001532060403
united states,Music events in,Torpedo Lane  Ruby Deena  & Mass Dispute,https://allevents.in/new-york/torpedo-lane-ruby-deena-and-mass-dispute/2300028230969151
united states,Music events in,Matinee Social Club: 90s vs 00s,https://allevents.in/new-york/matinee-social-club-90s-vs-00s/200028223282537
united states,Music events in,Magilo • Gardenia • Whiskey Ginger • From States Away,https://allevents.in/new-york/magilo-•-gardenia-•-whiskey-ginger-•-from-states-away/200028180167419
united states,Comedy events in,The JAMIE LEVER Show - New York,https://allevents.in/new-york/the-jamie-lever-show-new-york-tickets/80001883218598
united states,Comedy events in,Matt Rife: Stay Golden Tour,https://allevents.in/new-york/matt-rife-stay-golden-tour/200027557915328
united states,Comedy events in,Sheba's Speakeasy Comedy Club at The Three Monkeys!,https://allevents.in/new-york/shebas-speakeasy-comedy-club-at-the-three-monkeys-tickets/80001278818394
united states,Dance events in,Moving Memory: NEXT GENERATION,https://allevents.in/new-york/moving-memory-next-generation/100001353961337809
united states,Dance events in,NYC DANCE THE WAVE SATURDAY SUNSET MAJESTIC PRINCESS YACHT PARTY,https://allevents.in/new-york/nyc-dance-the-wave-saturday-sunset-majestic-princess-yacht-party/200028227325520
united states,Dance events in,ESM - Empire Sensual Movement New York Congress 2025 with a 15% Promo Code M25 Discount,https://allevents.in/new-york/esm-empire-sensual-movement-new-york-congress-2025-with-a-15-promo-code-m25-discount/80003115806785
united states,Festivals in,14th Annual WitchsFest USA - Ye Olde Pagan Street Faire,https://allevents.in/new-york/14th-annual-witchsfest-usa-ye-olde-pagan-street-faire/200027565552729
united states,Festivals in,Boricua Culture Fest 🇵🇷2025,https://allevents.in/new-york/boricua-culture-fest-2025/200027811720929
united states,Festivals in,Hare Krishna Festival 50th Annual NY Ratha Yatra,https://allevents.in/new-york/hare-krishna-festival-50th-annual-ny-ratha-yatra/200028189331145
united states,Conferences in,KOINONIA USA - Sound of Revival  New York,https://allevents.in/new-york/koinonia-usa-sound-of-revival-new-york/100001271776159729
united states,Conferences in,LexTalk World Conference & Exhibition New York - 2025,https://allevents.in/new-york/lextalk-world-conference-and-exhibition-new-york-2025/80001356242054
united states,Conferences in,CHIC SUMMIT  + BUSINESS BOOTCAMP,https://allevents.in/new-york/chic-summit-business-bootcamp/80003087089434
united states,Meetups in,"Heroes & Hearts: Firefighters, Police & EMTs Speed Dating NYC | La Vibra",https://allevents.in/new-york/heroes-and-hearts-firefighters-police-and-emts-speed-dating-nyc-|-la-vibra-tickets/100001342808098169
united states,Meetups in,"Artists Networking Event for all Creatives! June 6, Fri, 7:30 p.m.",https://allevents.in/new-york/artists-networking-event-for-all-creatives-june-6-fri-7-30-pm/100001355907759609
united states,Meetups in,Woodstock Sanctuary at Ladybird NYC!,https://allevents.in/new-york/woodstock-sanctuary-at-ladybird-nyc/200028169751747
united states,Exhibitions in,ThriftCon NYC,https://allevents.in/new-york/thriftcon-nyc/200028169721328
united states,Exhibitions in,LGBTQ Secrets of the Met Museum Tour - Pride Edition • NYC,https://allevents.in/new-york/lgbtq-secrets-of-the-met-museum-tour-pride-edition-•-nyc/100001254871938749
united states,Exhibitions in,Kaiju Brooklyn 2025,https://allevents.in/new-york/kaiju-brooklyn-2025/200027493718011
united states,Tournaments in,2025 NEW YORK TOURNAMENT - HARLEM,https://allevents.in/new-york/2025-new-york-tournament-harlem/100001357022222999
united states,Tournaments in,Ottertail County Classic,https://allevents.in/new-york-mills/ottertail-county-classic/200028171174944
united states,Tournaments in,United in Competition: Darts Tournament@ Johnny Pumps Cafe,https://allevents.in/new-york/united-in-competition-darts-tournament-johnny-pumps-cafe/200028196828154
united states,Theatre events in,Glengarry Glen Ross,https://allevents.in/new-york/glengarry-glen-ross/2300027872464106
united states,Theatre events in,The 10th Annual Brooklyn World Wide,https://allevents.in/new-york/the-10th-annual-brooklyn-world-wide/200028169723741
united states,Theatre events in,The Great Gatsby - A New Musical at Broadway Theatre - New York,https://allevents.in/new-york/the-great-gatsby-a-new-musical-at-broadway-theatre-new-york/200028184488510
united states,Arts events in,HARLEM ARTS STROLL: JUNE 14 2025 EDITION,https://allevents.in/new-york/harlem-arts-stroll-june-14-2025-edition/100001369820964379
united states,Arts events in,Art and Meditation in the Chinese Scholar's Garden,https://allevents.in/new-york/art-and-meditation-in-the-chinese-scholars-garden/200028217960132
united states,Arts events in,Spring Family Fair,https://allevents.in/new-york/spring-family-fair/200028206681342
united states,Jazz concerts events  in,Piano Jazz Series: Peter Beets,https://allevents.in/new-york/piano-jazz-series-peter-beets-tickets/80001625923279
united states,Jazz concerts events  in,Ted Nash Big Band,https://allevents.in/new-york/ted-nash-big-band/2300027229364135
united states,Jazz concerts events  in,PETER APFELBAUM- NY Heiroglyphics returns to LOOVE ANNEX- double bill with ELLIOT SHARP / JOE MORRIS,https://allevents.in/new-york/peter-apfelbaum-ny-heiroglyphics-returns-to-loove-annex-double-bill-with-elliot-sharp-joe-morris/200028217960032
united states,LGBT Pride events in,NYC Pride White Night,https://allevents.in/new-york/nyc-pride-white-night-tickets/200028048078711
united states,LGBT Pride events in,Rochester Pride Parade & Festival,https://allevents.in/new-york/rochester-pride-parade-and-festival/200028068667043
united states,LGBT Pride events in,PRIDE w/Spirits in Motion + REDness / GLSEN Fund Raiser,https://allevents.in/new-york/pride-w-spirits-in-motion-redness-glsen-fund-raiser/80005888165862
united states,Food & Drink events in,MJExOlami Shavuot Dinner | All Night Learning | Deluxe Dessert Bar |20s 30s,https://allevents.in/new-york/mjexolami-shavuot-dinner-|-all-night-learning-|-deluxe-dessert-bar-|20s-30s/100001360605861759
united states,Food & Drink events in,Cottage Row Curiosities,https://allevents.in/new-york/cottage-row-curiosities/200028217946409
united states,Food & Drink events in,BASTID'S BBQ - NYC '25,https://allevents.in/new-york/bastids-bbq-nyc-25/200028169760240
united states,What's Hot in Chicago🔥,Karaoke Thursdays with Dr. K at The Old Plank,https://allevents.in/chicago/karaoke-thursdays-with-dr-k-at-the-old-plank-tickets/80001382322031
united states,What's Hot in Chicago🔥,Titanique - Musical,https://allevents.in/chicago/titanique-musical/2300027044176724
united states,What's Hot in Chicago🔥,Maifest Chicago 2025,https://allevents.in/chicago/maifest-chicago-2025/200028055297109
united states,4th Of July events in Chicago,"July 4th, Independence Day Night Cruise!",https://allevents.in/chicago/july-4th-independence-day-night-cruise/100001296320512549
united states,4th Of July events in Chicago,"Chicago Red, White, and Brew Bar Crawl",https://allevents.in/chicago/chicago-red-white-and-brew-bar-crawl/100001354919313139
united states,4th Of July events in Chicago,FESTIVAL OF LIFE - Click Here to GET TICKETS NOW,https://allevents.in/chicago/festival-of-life-click-here-to-get-tickets-now/100001362181103349
united states,4th Of July events in Chicago,Be Kind Music Fest,https://allevents.in/chicago/be-kind-music-fest/2300028250107537
united states,4th Of July events in Chicago,July 3rd Fireworks River and Lake Cruise Independence Celebration,https://allevents.in/chicago/july-3rd-fireworks-river-and-lake-cruise-independence-celebration/100001307323432579
united states,4th Of July events in Chicago,Terrapin Flyer - Fourth of July Weekend - Playing Grateful Dead (2 Sets!),https://allevents.in/chicago/terrapin-flyer-fourth-of-july-weekend-playing-grateful-dead-2-sets/200028164839748
united states,Juneteenth events in Chicago,Rhythm & Soul Fest 2025 - Free Concert,https://allevents.in/east-chicago/rhythm-and-soul-fest-2025-free-concert/200027766893835
united states,Juneteenth events in Chicago,9th Annual Junetheenth Black Bar Crawl: Beach Edition,https://allevents.in/chicago/9th-annual-junetheenth-black-bar-crawl-beach-edition/100001301976238979
united states,Juneteenth events in Chicago,Good Company x Black Yacht Weekend: Beach Fest Juneteenth Celebration,https://allevents.in/chicago/good-company-x-black-yacht-weekend-beach-fest-juneteenth-celebration/100001245191875419
united states,Juneteenth events in Chicago,Juneteenth Celebration – Kindred the Family Soul & More,https://allevents.in/chicago/juneteenth-celebration-kindred-the-family-soul-and-more/200028044173008
united states,Juneteenth events in Chicago,Juneteenth Rhythm & Blues Cafe,https://allevents.in/chicago/juneteenth-rhythm-and-blues-cafe/100001308196333449
united states,Juneteenth events in Chicago,Juneteenth Family Fest,https://allevents.in/chicago/juneteenth-family-fest/200028156724324
united states,4th Of July Fireworks in Chicago,Saturday Night Fireworks Cruise on Lake Michigan | 21+ | Live DJ | Full Bar,https://allevents.in/chicago/saturday-night-fireworks-cruise-on-lake-michigan-|-21-|-live-dj-|-full-bar/100001079613907259
united states,4th Of July Fireworks in Chicago,The Pilsen Cruise (Latin Beats Boat Party) and Fireworks Show!,https://allevents.in/chicago/the-pilsen-cruise-latin-beats-boat-party-and-fireworks-show/100001290798445899
united states,4th Of July Fireworks in Chicago,90s  Fireworks Yacht Cruise (Chicago) All White Attire,https://allevents.in/chicago/90s-fireworks-yacht-cruise-chicago-all-white-attire/100001252721476659
united states,4th Of July Fireworks in Chicago,July 3rd Fireworks River and Lake Cruise Independence Celebration,https://allevents.in/chicago/july-3rd-fireworks-river-and-lake-cruise-independence-celebration/100001307323432579
united states,4th Of July Fireworks in Chicago,Saturday Night Fireworks Booze Cruise!,https://allevents.in/chicago/saturday-night-fireworks-booze-cruise/100001366662066029
united states,Chicago's Art Canvas 🎨,Chicago BYOB Sip and Paint with Male Models,https://allevents.in/chicago/chicago-byob-sip-and-paint-with-male-models-tickets/10000854779427277
united states,Chicago's Art Canvas 🎨,Jeremy Piven: Live Stand-Up Tour,https://allevents.in/chicago/jeremy-piven-live-stand-up-tour/200027710312517
united states,Chicago's Art Canvas 🎨,The Chicago Pancakes & Booze Art Show,https://allevents.in/chicago/the-chicago-pancakes-and-booze-art-show/200028122598548
united states,"Chicago Flavors: Sips, Bites, and Delights 😋",Chicago Margarita Festival,https://allevents.in/chicago/chicago-margarita-festival/200027904947843
united states,"Chicago Flavors: Sips, Bites, and Delights 😋","Chicago Food Truck Festival, Season 12, ""Summer of the Chicago Style Hot Dog""",https://allevents.in/chicago/chicago-food-truck-festival-season-12-summer-of-the-chicago-style-hot-dog/200027793910024
united states,"Chicago Flavors: Sips, Bites, and Delights 😋",Chicago African Restaurant Week 2025,https://allevents.in/chicago/chicago-african-restaurant-week-2025/10000570781090607
united states,Game on Chicago ⚾,2025 NASCAR Chicago Street Race Weekend,https://allevents.in/chicago/2025-nascar-chicago-street-race-weekend-tickets/80002303581296
united states,Game on Chicago ⚾,The 2025 Ball Out Spring Sandy | Men's & Women's Beach 2s Tournament,https://allevents.in/chicago/the-2025-ball-out-spring-sandy-|-mens-and-womens-beach-2s-tournament/200027991149842
